,answer
222698,no
189925,rainy
326402,black
384732,playing wii
31845,4
142123,natural
357419,no
231885,10
118923,laptop
342492,yes
192119,1
305644,leaves
287675,blue
247195,no
137119,steel
329947,beige
54204,white
101977,blue
222885,ponytail
201452,on bed
129467,mouse
264806,down
103924,white
194401,harley davidson
127979,yes
375349,eating
302958,2
124882,yes
228976,no
303665,yellow
143581,white
4447,no
46945,red
162461,motorcycle
352134,no
150012,red
375311,mirror
295883,no
370553,train station
223064,1
58518,yes
110459,yes
287228,yes
213265,decoration
127815,yes
278576,no
216209,dog
327389,3
35527,8
302527,playing wii
130052,no
129998,wine
198025,bowl
322559,sky
56597,1
261937,no
321884,red
169990,rocks
135007,no
384261,baseball
338768,no
112080,13
91478,cheese
8127,on wall
300386,donut
32157,left
373809,tan
306986,yes
355686,christmas
194959,2
51691,yes
12001,1
325597,white
60894,on table
290948,skateboard
221106,car
254832,counter
260073,kites
42444,tv
365737,no
71859,no
66454,plate
205954,roses
54578,nothing
159328,yes
295965,no
284871,frisbee
317482,car
131721,no
92515,office
243895,yes
174152,yes
208550,1
113460,no
56451,no
304713,2
73270,no
205716,white
191744,yes
264593,brown
200177,no
68857,kite
67225,white
97999,yes
61660,none
384959,yes
132219,yes
105329,no
114378,brown
18765,yes
244232,women
172108,trees
257174,wood
237429,yes
40398,frisbee
236732,yes
6214,yes
287875,yes
193370,no
145443,8
331226,yes
213784,women
58127,no
143466,yes
357076,yes
26780,yes
373962,brushing teeth
191438,yes
23012,1
331820,pink
261089,gray
151336,red
281890,no
353789,yes
300167,white
178993,yes
384131,beige
379948,no
160003,yes
378877,no
245015,no
13522,no
160596,no
183503,brown
204709,tan
130925,on table
46594,yes
347054,computer
239753,no
90961,yes
924,no
245548,1
57433,yes
69472,no
240101,no
383153,dress
236593,yes
61547,no
82732,yes
280938,yes
73579,3
141955,yes
318118,yes
6096,no
82070,no
370658,yes
237124,trees
264857,party
308888,no
86571,red
156540,forward
294180,1
728,red
224344,yes
288415,yes
42379,14
92991,no
310954,middle
29809,octagon
46471,yes
369264,racket
39349,3
280067,elephant
227907,glove
270771,yes
384343,yes
233645,no
187944,yes
360623,grazing
286852,no
366405,yes
208368,no
233091,no
80841,gray
127908,sand
97222,0
338504,white
3847,green
28844,blue
13325,no
62624,blue
86375,no
263528,2
12934,birthday
180784,baseball field
16339,no
259845,goggles
153100,no
2365,red and yellow
231339,white
259053,yes
128355,yes
314159,2
99289,0
220167,yes
84097,yes
57357,yes
197838,no
184587,family
364255,no
178129,train
108580,1
146805,no
168789,yes
358481,bridge
154374,bun
114194,2
258213,no
154182,yes
248412,no
38496,yes
58336,brown
378610,yes
228258,woman
76873,yes
307641,no
243133,strawberry
295028,noon
30835,man
274649,no
39351,yes
163305,living room
203719,3
343441,no
157166,clock
258623,nothing
32184,no
53952,nothing
60349,red
292986,no
296724,bathroom
3616,gray
135766,yes
291493,gray
351714,kite
338678,kitchen
203818,no
175882,2
290140,no
269939,yes
350510,bowl
277694,red
26941,yes
294014,yes
207246,yes
269363,5
23428,frisbee
350409,2
40125,hot dog
199266,yes
230192,2
236944,girl
209626,no
371876,yes
238447,yes
34826,blue and white
337678,rectangle
24280,no
352332,yes
348055,queen
383789,daytime
336754,no
262193,solid
277946,yes
58,no
23181,cumulus
14571,yes
137414,trash
220477,ski poles
168274,yes
89457,umbrellas
98147,13
374455,baseball
297043,no
70607,yes
305882,no
118607,no
24298,3
378509,blue
353097,yes
5380,yes
116016,2
121434,male
261513,5
23754,fish
286452,yes
111982,yes
101342,no
201216,no
208687,tennis
136049,purse
301959,no
217637,5
158724,window
273774,yes
281812,box
258564,gray
115473,white
27590,no
148336,no
147366,green
38332,no
136471,1
106603,knife
335529,delta
52617,2
266814,yes
376528,no
149176,canada
71657,no
99625,0
268775,no
180460,yes
16414,front
130790,yes
81054,black
47884,woman
348919,yes
188723,yes
322344,yes
26105,orange
50416,yes
127035,0
141197,yes
38200,yes
102925,1
64776,no
33602,no
338121,6
130034,5
328436,green
374172,many
345393,giraffe
236560,no
281217,church
354886,no
244565,no
316552,gray
379117,no
28175,0
183341,west
262791,blue
363434,2
258454,beach
244051,sheep
326150,1
296446,2
291683,sunlight
310964,banana
231355,yes
69135,fork
195262,playing baseball
158220,no
3291,knife
129245,female
77343,food
292006,yes
300865,no
196969,no
257733,yes
279342,2
336679,no
217038,yes
333492,desk
232224,yellow
65703,yes
106384,yes
150174,no
281056,yes
292675,lot
55615,food
324031,no
35810,3
54030,no
253838,walking
278739,yes
103702,2
323623,yes
226956,yes
238990,no
372455,no
282125,spoon
209107,wooden
117883,water
222204,8
299215,birthday
361423,suitcase
163296,yes
9545,pine
25255,gray
112730,no
237054,beach
80236,1
236769,silver
26723,yes
179432,3
82375,yes
342392,0
166530,yes
227023,potatoes
190479,no
163523,no
154952,1
83649,1
368513,building
128010,no
68249,nothing
91091,yes
160108,yes
182919,yes
88070,gray
344977,4
179126,yes
311895,yes
87202,yes
261330,1
101695,typing
14729,white
98180,fire hydrant
274061,3
256754,no
232571,2
370605,sunny
63086,frisbee
186152,cat
334244,yes
339277,orange
120048,no
99064,wood
154933,2
62636,donut
178687,8
75899,wedding
82324,no
301773,yes
222577,tile
313330,white
22651,yes
156504,umbrellas
32999,no
380254,church
113979,yellow
186397,skateboarding
59849,men
282814,1
329613,no
185603,kia
243186,yes
175605,yes
49480,american
119707,wall
142084,brushing teeth
121587,no
313753,green
210533,watch
79585,pink
78683,no
227479,no
171357,yes
321164,orange
249688,yes
22835,yes
267045,no
213777,4
362333,broken
298719,2
94068,no
353176,yes
95480,no
169540,blue
91755,blue
246764,yes
184801,red
129204,glass
347960,no
283735,laptop
47889,beach
349740,water
211516,yes
369978,red
261489,polar
339476,no
30008,night
15648,5
355421,no
117291,green
71111,no
95229,white
175300,no
112185,yes
316775,yes
233020,green
208308,3
282793,no
278743,no
350427,man
114444,yes
231548,wetsuit
139168,1
350466,no
163390,apple
290868,yes
316132,gray
41075,no
351781,2
264948,no
232960,2
38849,surfing
283118,1
335469,blue
188000,yes
262625,yes
122932,fruit
95679,park
182476,no
236341,no
7717,field
284717,yes
95773,yes
100941,cows
108343,no
97746,no
178799,small
89159,yes
357473,yes
178057,no
116952,flowers
347588,3
157685,no
6400,rose
1099,no
137118,pink
298104,phone
259818,fedex
82084,yes
294252,1
10183,yes
91591,strawberry
36041,brown
121069,yes
227706,3
298595,red
188951,yes
304646,pan
300305,pizza
88479,brown
120704,yes
286654,yes
281144,yes
142608,no
366852,2
23360,sun
39444,cloudy
122356,breakfast
254586,none
225432,no
112505,0
52730,yes
274943,no
289687,kitchen
176299,cat
79871,mozzarella
60968,banana
49525,silver
114953,skateboarding
128943,no
78073,yes
135134,green
336132,yes
173578,1
81273,luggage
71005,table
267568,yes
119117,elephant
211725,7
82934,frosting
237897,yes
340678,nothing
72627,no
48739,2
344978,orange
295175,indoors
90917,yes
88084,skateboard
333952,elephant
174658,wood
309224,breakfast
58028,4
35036,no
98876,no
219811,birthday
143881,8
363934,skateboarding
62863,white
268109,no
279476,yes
243678,clock
65400,cat
322883,no
360216,no
352562,0
209381,yes
35425,german shepherd
25392,pink
365997,yes
375472,gray
205413,no
79540,green
159375,no
46472,yes
56241,white
386907,no
343098,no
237606,no
290613,9
156841,sleeping
243909,sand
20436,none
45088,yes
40230,yes
338038,yes
173171,helmet
258334,yes
272536,baseball
94947,0
326378,yes
268943,plate
194470,no
101230,yes
29640,green
91475,no
242187,plane
378723,white
72645,flower
20036,13
328513,glass
115752,3
203345,no
21410,broccoli
322227,krispy kreme
141086,3
253433,london
273447,white
322096,clear
355131,boy
341565,2
13756,no
320605,pug
48391,green
359933,no
337280,2
76429,yes
49167,no
324378,no
52438,yes
297994,flowers
144886,beach
364921,beach
326257,yes
383658,london
70440,yellow
266566,fall
312623,3
275247,nothing
243323,no
63434,cloudy
3967,bat
188529,baseball
269422,yes
166144,blue
17989,door
91790,no
90462,white
151639,frisbee
263397,zoo
80191,yes
183972,red
22927,black
274721,2
359869,phone
205679,yes
47574,dog
375816,building
219745,window
314982,kites
259012,water
233639,pink
118587,light
370406,yes
178154,no
122980,cow
229550,flying kite
286125,oven
290970,brown
231043,no
284843,no
351819,none
187765,mountain
63946,no
332263,7
237824,gas
351250,yes
274916,5
355983,4
165982,bus
154766,wii remote
53461,boating
347900,no
141651,yes
353328,yes
129109,elephant
20805,apples
130149,very
326657,no
265858,yes
161875,newspaper
55738,beach
216636,gray
204854,yes
34883,2
22181,green
149806,yes
2277,no
37114,red and green
251820,bat
32442,right
114959,no
38625,cats
362357,no
151506,yes
93085,no
214949,no
123748,tan
362888,none
219131,yes
49719,fork
277730,bottle
53900,spring
292089,no
147963,no
79153,glass
244368,yes
245844,yes
362922,4
215565,yes
211653,1
321986,no
365341,black
280391,no
350666,no
162703,yes
28551,yellow
325039,baseball
192300,white
341952,beer
335567,no
304127,baseball
367820,yes
126484,yes
337053,yes
302058,yes
321145,no
297359,yes
236685,frisbee
195959,warm
305463,yes
39644,no
328453,sunny
275949,nothing
23943,no
50786,blue
246424,brick
50076,yes
108892,3
157175,people
162765,6
247099,frisbee
149086,yellow
240876,brown
140359,white
30510,yes
166560,yes
200947,no
50748,no
348536,baseball
365572,yes
11247,cat
186015,1
375290,walking
382596,skiing
4423,street
165406,no
318273,yes
290745,yes
147757,yes
297351,small
381474,elephant
221456,yes
310703,no
50366,white
72116,white
183886,brown
3921,no
5226,mountains
39528,no
260626,horse
96684,no
42765,elephants
383867,new york
156742,green
184818,yes
53448,yellow
68635,black
114415,no
87483,lunch
135946,no
292307,1
174780,shadow
69288,building
72226,surfboard
126418,yes
360264,none
78428,england
314506,yes
304363,off
11504,gray
87598,white
239742,no
138465,yes
197039,yes
217523,yes
224602,apples
144602,desk
266685,7
232704,yes
372024,1
5558,pizza
382967,walking
71878,military
136308,yes
69898,yes
164552,blue
247198,right
358032,yes
235003,7
158612,yellow
125780,no
383386,yes
107236,3
366716,yes
321080,tennis
178179,no
285973,night
77348,no
118709,yes
35741,rain
147036,hot
368111,blue and white
218285,3
320549,wood
302123,no
86701,nothing
130013,no
62737,cat
40743,yes
17549,sneakers
5653,open
55011,6
235509,kite flying
366054,fork
29872,3
161425,hand
16812,red
169531,3
237700,yes
277812,no
354614,0
19166,yes
48645,red
358658,no
246315,no
142739,no
203513,no
98132,11
320456,white
171230,4
4884,beer
83704,dirt
322436,23
197958,cloudy
99363,yes
330253,30
77521,2
304769,black
116940,yes
220858,1
154846,3
156447,1
379003,bird
137248,no
124527,frisbee
36737,reflection
26415,forest
269489,yes
158935,no
350953,0
8161,no
357250,elephant
202534,baseball
71692,man
30275,no
80924,no
74669,15
135620,adult
231035,yes
34585,gray
326036,english
317293,orange
348008,no
301220,bandana
1493,1
65040,6
112399,yes
328487,yes
317328,14
100803,yes
123709,yes
78652,no
253616,gray
48538,1
208068,no
45563,20
149683,1
160757,solid
154077,yes
240050,red and green
122497,wood
251440,no
277385,yes
294850,gray
215187,white
81813,yes
306204,oval
219552,yes
224729,green
323780,none
318209,birthday
48524,summer
387052,skateboarding
36816,0
164994,red
200456,traffic
235609,brown
11638,no
143923,yes
74388,beach
234804,yes
255620,no
97862,no
339808,yes
100529,no
255046,no
347155,no
303819,tennis
376101,no
100080,1
141394,office
219313,1
92317,yes
180853,no
291693,yes
102035,breakfast
138203,yes
339947,no
245725,right
216175,clear
366973,no
306852,yes
379353,snowboarding
159256,5
124937,1
164793,yellow
45770,3
382565,red
22725,2
179213,purple
11245,yes
43768,yes
73949,blue
67122,towel
327817,blue
261531,green
245154,mountain
54774,white
369016,beer
2541,pictures
46878,glasses
370455,yes
116543,no
108657,no
256532,no
124333,safety
202442,0
106923,clear
259812,3
98853,no
288971,no
157629,fish
55399,london
39969,yes
159315,no
257909,yes
261250,banana
99876,no
169611,0
23436,no
368593,no
298967,beard
68671,yes
189695,yes
201086,no
138156,2
327711,on
148144,controller
67956,bathroom
23276,yes
211732,yes
304432,yes
24545,tennis
331720,no
69977,no
256101,yes
111521,yes
58457,2
218560,beer
41511,no
70132,0
32181,no
164922,metal
343477,blue
195550,6
84618,cheese
291827,no
310673,yes
12592,brown
328411,apron
213641,tennis
227074,china
9394,brown
15707,no
80531,sheep
357976,yes
324800,1
212492,yes
185459,0
65859,yes
254754,yes
17058,yes
249968,yes
176822,pizza
282691,bathroom
256781,white
375567,multi
1612,racing
53890,50
81965,elephant
174386,no
382081,yes
120914,white
218557,yes
167722,5
13082,9
175099,white
279697,yes
28527,no
252623,red
8359,no
180693,2
72650,yes
231994,no
40900,yes
200441,0
240169,no
374616,frisbee
219494,hair
71619,yes
377108,no
131423,shallow
29355,no
42497,open
369073,2 feet
30843,no
345492,no
191486,tennis ball
162319,dodgers
290178,grass
192146,yes
172342,no
328707,brown
20820,suitcase
205734,no
107340,no
219905,surfing
250203,no
348736,yes
124250,concrete
58340,blue
74417,no
293440,no
317791,yes
221710,yes
19349,black
160385,black
348217,no
315954,gold
26531,no
262794,no
308478,1
119497,left
285010,15
70878,no
285774,no
337507,yes
141702,no
344270,no
256291,playing wii
182809,yes
110239,yes
195989,no
58455,no
385050,front
337258,pink
71336,go
382455,red and white
185144,yes
309390,1
189034,no
158833,grass
216405,yes
91723,6
291256,yes
227399,yes
118139,3
381224,none
282679,red
140723,no
65034,chair
47799,no
2235,yes
168815,yes
316995,yes
151692,white
290777,snowboarding
41632,tree
244832,mountain
333892,person
17186,snowboarding
374518,1
336259,no
40707,red
84168,yes
139329,couch
379932,yes
41266,10
116180,water
100942,field
73282,no
360946,red
95760,blue
276705,yes
50781,blue
358886,picture
154107,in air
78870,yes
241933,no
204356,no
377432,lunch
130265,1
7987,3
284547,yes
354102,kite
64180,chef
284507,wood
84341,baby
132364,drinking
215561,yes
156507,subway
169945,no
327293,snowboarding
356664,living room
221676,no
134833,yes
365255,3
3725,1
200433,yes
78779,green
28623,no
227829,waiting
27345,2
71085,no
342334,no
56363,glasses
173213,outdoor
317586,no
85807,baseball
19579,green
162289,full
4953,pan
2408,4
132507,blue
174052,0
106095,yes
301961,no
35273,0
373768,yes
255915,no
349656,2
270137,bedroom
373483,yes
172680,tennis
248273,gold
269530,right
211456,no
151145,no
34952,fence
342198,no
46934,yes
31594,no
330446,boats
51019,gray
195512,yellow and red
321101,no
387024,no
377472,hot dog
22173,6
188680,no
9792,brown and white
329,baseball cap
152047,no
377787,none
359499,white
166936,yes
59308,white
274330,yes
286715,up
294990,no
53392,sky
178875,yes
211116,no
312267,7
176273,no
108958,no
379409,no
233928,zebra
282292,1
21315,eating
41317,yes
309722,no
15571,2
299575,no
267265,on plate
210784,yes
33280,no
184015,no
39908,brown
74277,yes
284754,no
201303,up
309000,yes
303583,no
152565,2
62123,summer
80902,blue
168520,rose
200377,yes
212663,0
23296,no
47421,yes
173455,yes
324132,yes
10557,white
277278,background
9101,teddy bear
12633,brown
64486,guitar
307969,orange
161619,3
290479,yes
274148,black
206259,no
69888,yes
62898,left
208399,1
295237,serve
101890,yes
65649,parking
13124,yellow
250722,summer
258424,air
386027,white
386780,go
334574,yes
129371,no
94709,yes
279963,no
248844,no
338292,white
302814,tile
289640,white
109048,glasses
287070,blue
284796,yes
42834,white
312024,zebra
182875,no
130802,yes
173484,work
384291,yes
65595,yes
110297,yes
46362,2
329218,wood
206037,flower
258052,1
142032,yes
226116,no
222573,surfer
196470,working
213529,wood
112466,scissors
382726,no
186295,none
17195,yes
200469,black and red
274127,4
345084,1
129280,6
77135,yes
220217,no
385582,no
337252,orange
195547,rainy
48216,yes
259329,yes
262502,grass
33425,yes
324617,1
10296,concrete
1711,skiing
16764,yes
195056,yes
286254,heart
206528,black
102075,sink
325256,0
224841,brown
161479,fruit
174706,trees
37199,3
133301,no
159460,yes
254183,9
272482,no
244160,boat
13100,1
98962,2
358813,no
217552,tennis court
227979,left
165362,dog
50983,flowers
69194,skateboard
289576,2
138094,yes
185365,bus
353438,yes
347714,talking
48659,yes
117246,no
193359,yes
261698,yes
317324,yes
187154,no
112426,sheep
187559,back
42722,tennis
194935,yes
110691,no
160812,yes
73027,2
90326,mirror
116694,3
11163,lights
193686,yes
304770,motorcycle
37045,yes
253667,skiing
304518,no
14983,yes
82021,wires
17602,ice cream
264035,sidewalk
52716,phone
286726,yes
105571,camera
252610,no
183527,horses
163482,yes
372839,yes
33056,yes
320743,yes
44474,no
211480,2
14084,yes
102503,black
184190,yes
85958,yes
130686,no
385723,no
321758,no
210527,no
366471,bike
240534,yes
37918,no
98612,2
275605,no
87727,no
274872,brown
176071,10
343711,yes
326127,2
125263,yes
162037,yes
250155,yes
32272,11
255482,coffee
322113,yes
291536,fish
350493,no
286061,bench
137463,1
55544,yes
382447,yes
270191,top
113262,yes
105727,1
308901,no
63772,yes
31006,no
232658,yes
305876,no
130499,no
252306,no
259697,4
238400,25
126461,yes
239206,bread
9700,1
365094,skateboarding
260148,solid
241654,no
271795,green
29988,yes
24110,1
43837,yes
360155,baby
141678,asian
165956,yes
289311,chair
251926,no
158911,yes
273193,no
213991,yes
197854,no
367,sun
259847,bus
323414,0
